Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration (uM),Primary Target,Pathway,Mean Normalized Growth Rate Inhibition Value,Increased Fraction Dead
50206-2,HCC1395,10390-103-1,Abemaciclib,0.0031623,CDK4/6,Cell cycle,0.9278,-0.00449
50206-2,HCC1395,10390-103-1,Abemaciclib,0.01,CDK4/6,Cell cycle,0.7582,0.01145
50206-2,HCC1395,10390-103-1,Abemaciclib,0.031623,CDK4/6,Cell cycle,0.5941,0.00966
50206-2,HCC1395,10390-103-1,Abemaciclib,0.1,CDK4/6,Cell cycle,0.3740,0.01766
50206-2,HCC1395,10390-103-1,Abemaciclib,0.31623,CDK4/6,Cell cycle,0.3467,0.01816
50206-2,HCC1395,10390-103-1,Abemaciclib,1.0,CDK4/6,Cell cycle,0.2585,0.03463
50206-2,HCC1395,10390-103-1,Abemaciclib,3.1623,CDK4/6,Cell cycle,0.0424,0.07284
50206-2,HCC1395,10390-103-1,Abemaciclib,10.0,CDK4/6,Cell cycle,-0.5202,0.43342
50206-2,HCC1395,10071-101-1,Palbociclib,0.00031623,CDK4/6,Cell cycle,1.1167,-0.00132
50206-2,HCC1395,10071-101-1,Palbociclib,0.001,CDK4/6,Cell cycle,1.0729,0.00070
50206-2,HCC1395,10071-101-1,Palbociclib,0.0031623,CDK4/6,Cell cycle,1.0362,-0.00145
50206-2,HCC1395,10071-101-1,Palbociclib,0.01,CDK4/6,Cell cycle,0.9206,0.01433
50206-2,HCC1395,10071-101-1,Palbociclib,0.031623,CDK4/6,Cell cycle,0.7214,0.02140
50206-2,HCC1395,10071-101-1,Palbociclib,0.1,CDK4/6,Cell cycle,0.4976,0.03558
50206-2,HCC1395,10071-101-1,Palbociclib,0.31623,CDK4/6,Cell cycle,0.4296,0.03671
50206-2,HCC1395,10071-101-1,Palbociclib,1.0,CDK4/6,Cell cycle,0.3969,0.03274
50206-2,HCC1395,10071-101-1,Palbociclib,3.1623,CDK4/6,Cell cycle,0.3481,0.03386
50206-2,HCC1395,10006-101-1,AZD7762,0.001,CHK1/2,Cell cycle,1.1856,0.01042
50206-2,HCC1395,10006-101-1,AZD7762,0.0031623,CHK1/2,Cell cycle,1.2003,0.00245
50206-2,HCC1395,10006-101-1,AZD7762,0.01,CHK1/2,Cell cycle,0.9695,0.05881
50206-2,HCC1395,10006-101-1,AZD7762,0.031623,CHK1/2,Cell cycle,0.1190,0.23780
50206-2,HCC1395,10006-101-1,AZD7762,0.1,CHK1/2,Cell cycle,-0.2218,0.33601
50206-2,HCC1395,10006-101-1,AZD7762,0.31623,CHK1/2,Cell cycle,-0.2765,0.34507
50206-2,HCC1395,10006-101-1,AZD7762,1.0,CHK1/2,Cell cycle,-0.4064,0.38256
50206-2,HCC1395,10006-101-1,AZD7762,3.1623,CHK1/2,Cell cycle,-0.4900,0.39976
50206-2,HCC1395,10006-101-1,AZD7762,10.0,CHK1/2,Cell cycle,-0.6899,0.57324
50206-2,HCC1395,10387-101-1,Volasertib,0.0001,PLK,Cell cycle,1.0702,-0.00027
50206-2,HCC1395,10387-101-1,Volasertib,0.00031623,PLK,Cell cycle,1.0813,0.00546
50206-2,HCC1395,10387-101-1,Volasertib,0.001,PLK,Cell cycle,0.9942,0.01028
50206-2,HCC1395,10387-101-1,Volasertib,0.0031623,PLK,Cell cycle,0.5043,0.09996
50206-2,HCC1395,10387-101-1,Volasertib,0.01,PLK,Cell cycle,-0.1754,0.25867
50206-2,HCC1395,10387-101-1,Volasertib,0.031623,PLK,Cell cycle,-0.3248,0.31195
50206-2,HCC1395,10387-101-1,Volasertib,0.1,PLK,Cell cycle,-0.2706,0.30548
50206-2,HCC1395,10387-101-1,Volasertib,0.31623,PLK,Cell cycle,-0.2962,0.29435
50206-2,HCC1395,10387-101-1,Volasertib,1.0,PLK,Cell cycle,-0.2380,0.25625
50206-2,HCC1395,10287-101-2,Dinaciclib,0.0001,pan CDK,Cell cycle,1.0967,0.00521
50206-2,HCC1395,10287-101-2,Dinaciclib,0.00031623,pan CDK,Cell cycle,1.0834,-0.00004
50206-2,HCC1395,10287-101-2,Dinaciclib,0.001,pan CDK,Cell cycle,1.0549,-0.00416
50206-2,HCC1395,10287-101-2,Dinaciclib,0.0031623,pan CDK,Cell cycle,1.0330,0.00142
50206-2,HCC1395,10287-101-2,Dinaciclib,0.01,pan CDK,Cell cycle,0.6827,0.03376
50206-2,HCC1395,10287-101-2,Dinaciclib,0.031623,pan CDK,Cell cycle,-0.3274,0.25692
50206-2,HCC1395,10287-101-2,Dinaciclib,0.1,pan CDK,Cell cycle,-0.4876,0.36365
50206-2,HCC1395,10287-101-2,Dinaciclib,0.31623,pan CDK,Cell cycle,-0.4935,0.36539
50206-2,HCC1395,10287-101-2,Dinaciclib,1.0,pan CDK,Cell cycle,-0.4966,0.37629
50206-2,HCC1395,10245-999-4,Cisplatin,0.0010833,Chemo,Chemotherapy,1.0138,-0.00101
50206-2,HCC1395,10245-999-4,Cisplatin,0.0033333,Chemo,Chemotherapy,0.9135,0.00417
50206-2,HCC1395,10245-999-4,Cisplatin,0.01,Chemo,Chemotherapy,0.8358,0.00695
50206-2,HCC1395,10245-999-4,Cisplatin,0.031667,Chemo,Chemotherapy,0.9970,0.00817
50206-2,HCC1395,10245-999-4,Cisplatin,0.1,Chemo,Chemotherapy,0.9069,0.02222
50206-2,HCC1395,10245-999-4,Cisplatin,0.31623,Chemo,Chemotherapy,0.5870,0.09035
50206-2,HCC1395,10245-999-4,Cisplatin,1.0,Chemo,Chemotherapy,0.2481,0.18754
50206-2,HCC1395,10245-999-4,Cisplatin,3.1623,Chemo,Chemotherapy,0.0507,0.20122
50206-2,HCC1395,10245-999-4,Cisplatin,10.0,Chemo,Chemotherapy,-0.2215,0.32914
50206-2,HCC1395,10248-102-3,Doxorubicin,0.00031623,Chemo,Chemotherapy,0.9671,0.00382
50206-2,HCC1395,10248-102-3,Doxorubicin,0.001,Chemo,Chemotherapy,0.8831,0.02520
50206-2,HCC1395,10248-102-3,Doxorubicin,0.0031623,Chemo,Chemotherapy,0.9697,0.01446
50206-2,HCC1395,10248-102-3,Doxorubicin,0.01,Chemo,Chemotherapy,0.7235,0.07380
50206-2,HCC1395,10248-102-3,Doxorubicin,0.031623,Chemo,Chemotherapy,0.2216,0.17650
50206-2,HCC1395,10248-102-3,Doxorubicin,0.1,Chemo,Chemotherapy,-0.0127,0.26457
50206-2,HCC1395,10248-102-3,Doxorubicin,0.31623,Chemo,Chemotherapy,-0.0441,0.27544
50206-2,HCC1395,10248-102-3,Doxorubicin,1.0,Chemo,Chemotherapy,-0.1121,0.26059
50206-2,HCC1395,10248-102-3,Doxorubicin,3.1623,Chemo,Chemotherapy,-0.4166,0.29470
50206-2,HCC1395,10102-101-4,Taxol,0.0001,Chemo,Chemotherapy,1.0133,0.01601
50206-2,HCC1395,10102-101-4,Taxol,0.00031623,Chemo,Chemotherapy,0.9970,0.00905
50206-2,HCC1395,10102-101-4,Taxol,0.001,Chemo,Chemotherapy,0.8880,0.02779
50206-2,HCC1395,10102-101-4,Taxol,0.0031623,Chemo,Chemotherapy,0.6778,0.07001
50206-2,HCC1395,10102-101-4,Taxol,0.01,Chemo,Chemotherapy,-0.2705,0.34647
50206-2,HCC1395,10102-101-4,Taxol,0.031623,Chemo,Chemotherapy,-0.3971,0.38934
50206-2,HCC1395,10102-101-4,Taxol,0.1,Chemo,Chemotherapy,-0.4425,0.41406
50206-2,HCC1395,10102-101-4,Taxol,0.31623,Chemo,Chemotherapy,-0.4393,0.41776
50206-2,HCC1395,10102-101-4,Taxol,1.0,Chemo,Chemotherapy,-0.4582,0.43675
50206-2,HCC1395,10278-102-2,Topotecan,0.0010833,Topo I,Chemotherapy,0.7694,0.04139
50206-2,HCC1395,10278-102-2,Topotecan,0.0033333,Topo I,Chemotherapy,0.5097,0.13090
50206-2,HCC1395,10278-102-2,Topotecan,0.01,Topo I,Chemotherapy,0.0915,0.25459
50206-2,HCC1395,10278-102-2,Topotecan,0.031667,Topo I,Chemotherapy,-0.1430,0.35712
50206-2,HCC1395,10278-102-2,Topotecan,0.1,Topo I,Chemotherapy,-0.1046,0.34120
50206-2,HCC1395,10278-102-2,Topotecan,0.31623,Topo I,Chemotherapy,-0.1648,0.33473
50206-2,HCC1395,10278-102-2,Topotecan,1.0,Topo I,Chemotherapy,-0.3376,0.38192
50206-2,HCC1395,10278-102-2,Topotecan,3.1623,Topo I,Chemotherapy,-0.5190,0.48804
50206-2,HCC1395,10278-102-2,Topotecan,10.0,Topo I,Chemotherapy,-0.5835,0.47362
50206-2,HCC1395,10250-101-3,Etoposide,0.0010833,Topo II,Chemotherapy,1.0340,-0.00145
50206-2,HCC1395,10250-101-3,Etoposide,0.0033333,Topo II,Chemotherapy,0.9738,0.00030
50206-2,HCC1395,10250-101-3,Etoposide,0.01,Topo II,Chemotherapy,1.0213,-0.00260
50206-2,HCC1395,10250-101-3,Etoposide,0.031667,Topo II,Chemotherapy,1.0061,0.00200
50206-2,HCC1395,10250-101-3,Etoposide,0.1,Topo II,Chemotherapy,0.8509,0.02600
50206-2,HCC1395,10250-101-3,Etoposide,0.31623,Topo II,Chemotherapy,0.6404,0.08395
50206-2,HCC1395,10250-101-3,Etoposide,1.0,Topo II,Chemotherapy,0.1196,0.23226
50206-2,HCC1395,10250-101-3,Etoposide,3.1623,Topo II,Chemotherapy,-0.0972,0.34993
50206-2,HCC1395,10250-101-3,Etoposide,10.0,Topo II,Chemotherapy,-0.2253,0.38994
50206-2,HCC1395,10020-101-1,Dasatinib,0.001,BCR/ABL,MAPK/nRTK,1.0234,-0.00043
50206-2,HCC1395,10020-101-1,Dasatinib,0.0031623,BCR/ABL,MAPK/nRTK,1.0181,0.00971
50206-2,HCC1395,10020-101-1,Dasatinib,0.01,BCR/ABL,MAPK/nRTK,1.0815,0.00584
50206-2,HCC1395,10020-101-1,Dasatinib,0.031623,BCR/ABL,MAPK/nRTK,0.8953,0.03454
50206-2,HCC1395,10020-101-1,Dasatinib,0.1,BCR/ABL,MAPK/nRTK,0.2873,0.06473
50206-2,HCC1395,10020-101-1,Dasatinib,0.31623,BCR/ABL,MAPK/nRTK,-0.0563,0.14809
50206-2,HCC1395,10020-101-1,Dasatinib,1.0,BCR/ABL,MAPK/nRTK,-0.1777,0.17795
50206-2,HCC1395,10020-101-1,Dasatinib,3.1623,BCR/ABL,MAPK/nRTK,-0.1742,0.16787
50206-2,HCC1395,10020-101-1,Dasatinib,10.0,BCR/ABL,MAPK/nRTK,-0.3369,0.21757
50206-2,HCC1395,10142-101-1,Trametinib,0.0001,MEK,MAPK/nRTK,1.1100,0.00397
50206-2,HCC1395,10142-101-1,Trametinib,0.00031623,MEK,MAPK/nRTK,1.0579,0.00878
50206-2,HCC1395,10142-101-1,Trametinib,0.001,MEK,MAPK/nRTK,1.0440,0.00588
50206-2,HCC1395,10142-101-1,Trametinib,0.0031623,MEK,MAPK/nRTK,1.0137,0.01895
50206-2,HCC1395,10142-101-1,Trametinib,0.01,MEK,MAPK/nRTK,0.9024,0.00835
50206-2,HCC1395,10142-101-1,Trametinib,0.031623,MEK,MAPK/nRTK,0.6595,0.02511
50206-2,HCC1395,10142-101-1,Trametinib,0.1,MEK,MAPK/nRTK,0.5550,0.02670
50206-2,HCC1395,10142-101-1,Trametinib,0.31623,MEK,MAPK/nRTK,0.5034,0.04802
50206-2,HCC1395,10142-101-1,Trametinib,1.0,MEK,MAPK/nRTK,0.4498,0.05057
50206-2,HCC1395,10032-101-1,Saracatinib,0.001,SRC,MAPK/nRTK,1.0766,0.01075
50206-2,HCC1395,10032-101-1,Saracatinib,0.0031623,SRC,MAPK/nRTK,1.0331,-0.00368
50206-2,HCC1395,10032-101-1,Saracatinib,0.01,SRC,MAPK/nRTK,1.0201,0.00589
50206-2,HCC1395,10032-101-1,Saracatinib,0.031623,SRC,MAPK/nRTK,1.0726,-0.00381
50206-2,HCC1395,10032-101-1,Saracatinib,0.1,SRC,MAPK/nRTK,1.0720,0.01225
50206-2,HCC1395,10032-101-1,Saracatinib,0.31623,SRC,MAPK/nRTK,1.0342,0.00377
50206-2,HCC1395,10032-101-1,Saracatinib,1.0,SRC,MAPK/nRTK,0.6622,0.02863
50206-2,HCC1395,10032-101-1,Saracatinib,3.1623,SRC,MAPK/nRTK,0.6208,0.03273
50206-2,HCC1395,10032-101-1,Saracatinib,10.0,SRC,MAPK/nRTK,0.1199,0.09567
50206-2,HCC1395,10179-101-1,ABT-737,0.001,Bcl2/XL,Misc,1.0994,-0.01093
50206-2,HCC1395,10179-101-1,ABT-737,0.0031623,Bcl2/XL,Misc,1.0013,0.00867
50206-2,HCC1395,10179-101-1,ABT-737,0.01,Bcl2/XL,Misc,1.0048,0.00627
50206-2,HCC1395,10179-101-1,ABT-737,0.031623,Bcl2/XL,Misc,1.0777,0.00618
50206-2,HCC1395,10179-101-1,ABT-737,0.1,Bcl2/XL,Misc,1.1223,0.00361
50206-2,HCC1395,10179-101-1,ABT-737,0.31623,Bcl2/XL,Misc,0.9279,0.01908
50206-2,HCC1395,10179-101-1,ABT-737,1.0,Bcl2/XL,Misc,1.0293,0.01114
50206-2,HCC1395,10179-101-1,ABT-737,3.1623,Bcl2/XL,Misc,0.9825,0.03287
50206-2,HCC1395,10179-101-1,ABT-737,10.0,Bcl2/XL,Misc,0.8607,0.04169
50206-2,HCC1395,10282-101-2,Vorinostat,0.001,HDAC,Misc,1.0387,-0.00453
50206-2,HCC1395,10282-101-2,Vorinostat,0.0031623,HDAC,Misc,1.0141,0.00737
50206-2,HCC1395,10282-101-2,Vorinostat,0.01,HDAC,Misc,1.1139,-0.00758
50206-2,HCC1395,10282-101-2,Vorinostat,0.031623,HDAC,Misc,1.0444,0.01761
50206-2,HCC1395,10282-101-2,Vorinostat,0.1,HDAC,Misc,0.9921,0.00344
50206-2,HCC1395,10282-101-2,Vorinostat,0.31623,HDAC,Misc,1.1036,0.01130
50206-2,HCC1395,10282-101-2,Vorinostat,1.0,HDAC,Misc,0.9259,0.01596
50206-2,HCC1395,10282-101-2,Vorinostat,3.1623,HDAC,Misc,0.5241,0.08289
50206-2,HCC1395,10282-101-2,Vorinostat,10.0,HDAC,Misc,-0.0589,0.20231
50206-2,HCC1395,10161-101-1,Luminespib,0.0001,HSP90,Misc,1.0750,-0.00280
50206-2,HCC1395,10161-101-1,Luminespib,0.00031623,HSP90,Misc,1.0598,0.00174
50206-2,HCC1395,10161-101-1,Luminespib,0.001,HSP90,Misc,1.0358,0.00403
50206-2,HCC1395,10161-101-1,Luminespib,0.0031623,HSP90,Misc,0.8665,0.02424
50206-2,HCC1395,10161-101-1,Luminespib,0.01,HSP90,Misc,-0.0349,0.13116
50206-2,HCC1395,10161-101-1,Luminespib,0.031623,HSP90,Misc,-0.0728,0.12153
50206-2,HCC1395,10161-101-1,Luminespib,0.1,HSP90,Misc,-0.1392,0.12348
50206-2,HCC1395,10161-101-1,Luminespib,0.31623,HSP90,Misc,-0.1101,0.13698
50206-2,HCC1395,10161-101-1,Luminespib,1.0,HSP90,Misc,-0.1520,0.13674
50206-2,HCC1395,10478-102-1,A-1210477,0.001,Mcl-1,Misc,1.0956,0.00366
50206-2,HCC1395,10478-102-1,A-1210477,0.0031623,Mcl-1,Misc,1.0022,0.00490
50206-2,HCC1395,10478-102-1,A-1210477,0.01,Mcl-1,Misc,0.9935,0.00878
50206-2,HCC1395,10478-102-1,A-1210477,0.031623,Mcl-1,Misc,0.9862,0.00338
50206-2,HCC1395,10478-102-1,A-1210477,0.1,Mcl-1,Misc,0.9721,-0.00224
50206-2,HCC1395,10478-102-1,A-1210477,0.31623,Mcl-1,Misc,1.0036,-0.00502
50206-2,HCC1395,10478-102-1,A-1210477,1.0,Mcl-1,Misc,1.0307,-0.00229
50206-2,HCC1395,10478-102-1,A-1210477,3.1623,Mcl-1,Misc,1.0636,-0.00924
50206-2,HCC1395,10478-102-1,A-1210477,10.0,Mcl-1,Misc,0.8591,0.00712
50206-2,HCC1395,10144-101-3,Olaparib,0.001,PARP,Misc,1.0451,-0.00380
50206-2,HCC1395,10144-101-3,Olaparib,0.0031623,PARP,Misc,0.9640,0.01697
50206-2,HCC1395,10144-101-3,Olaparib,0.01,PARP,Misc,0.9087,0.01076
50206-2,HCC1395,10144-101-3,Olaparib,0.031623,PARP,Misc,0.9089,0.04220
50206-2,HCC1395,10144-101-3,Olaparib,0.1,PARP,Misc,0.7889,0.04187
50206-2,HCC1395,10144-101-3,Olaparib,0.31623,PARP,Misc,0.7188,0.06674
50206-2,HCC1395,10144-101-3,Olaparib,1.0,PARP,Misc,0.6463,0.07786
50206-2,HCC1395,10144-101-3,Olaparib,3.1623,PARP,Misc,0.4703,0.13293
50206-2,HCC1395,10144-101-3,Olaparib,10.0,PARP,Misc,0.0945,0.22701
50206-2,HCC1395,10482-114-1,Bleomycin,0.0010833,Radiation,Misc,0.9472,0.01011
50206-2,HCC1395,10482-114-1,Bleomycin,0.0033333,Radiation,Misc,0.9932,0.00015
50206-2,HCC1395,10482-114-1,Bleomycin,0.01,Radiation,Misc,0.8525,0.01997
50206-2,HCC1395,10482-114-1,Bleomycin,0.031667,Radiation,Misc,0.7079,0.06876
50206-2,HCC1395,10482-114-1,Bleomycin,0.1,Radiation,Misc,0.5149,0.11125
50206-2,HCC1395,10482-114-1,Bleomycin,0.31623,Radiation,Misc,0.2163,0.23650
50206-2,HCC1395,10482-114-1,Bleomycin,1.0,Radiation,Misc,-0.0498,0.30070
50206-2,HCC1395,10482-114-1,Bleomycin,3.1623,Radiation,Misc,-0.3258,0.41325
50206-2,HCC1395,10482-114-1,Bleomycin,10.0,Radiation,Misc,-0.4023,0.43660
50206-2,HCC1395,10338-101-1,Ipatasertib,0.001,AKT,PI3K/mTOR,1.0739,-0.00147
50206-2,HCC1395,10338-101-1,Ipatasertib,0.0031623,AKT,PI3K/mTOR,1.0383,0.01125
50206-2,HCC1395,10338-101-1,Ipatasertib,0.01,AKT,PI3K/mTOR,0.9926,0.00179
50206-2,HCC1395,10338-101-1,Ipatasertib,0.031623,AKT,PI3K/mTOR,0.8435,0.01194
50206-2,HCC1395,10338-101-1,Ipatasertib,0.1,AKT,PI3K/mTOR,0.7425,0.00797
50206-2,HCC1395,10338-101-1,Ipatasertib,0.31623,AKT,PI3K/mTOR,0.6637,0.02488
50206-2,HCC1395,10338-101-1,Ipatasertib,1.0,AKT,PI3K/mTOR,0.4943,0.02516
50206-2,HCC1395,10338-101-1,Ipatasertib,3.1623,AKT,PI3K/mTOR,0.3690,0.03281
50206-2,HCC1395,10338-101-1,Ipatasertib,10.0,AKT,PI3K/mTOR,0.1903,0.06515
50206-2,HCC1395,10233-101-1,Alpelisib,0.001,PI3Ka,PI3K/mTOR,1.0776,0.00460
50206-2,HCC1395,10233-101-1,Alpelisib,0.0031623,PI3Ka,PI3K/mTOR,0.9890,0.01337
50206-2,HCC1395,10233-101-1,Alpelisib,0.01,PI3Ka,PI3K/mTOR,1.0880,0.00091
50206-2,HCC1395,10233-101-1,Alpelisib,0.031623,PI3Ka,PI3K/mTOR,1.0692,0.00589
50206-2,HCC1395,10233-101-1,Alpelisib,0.1,PI3Ka,PI3K/mTOR,1.0090,0.00254
50206-2,HCC1395,10233-101-1,Alpelisib,0.31623,PI3Ka,PI3K/mTOR,0.9468,0.01078
50206-2,HCC1395,10233-101-1,Alpelisib,1.0,PI3Ka,PI3K/mTOR,0.9258,0.00349
50206-2,HCC1395,10233-101-1,Alpelisib,3.1623,PI3Ka,PI3K/mTOR,0.9304,0.01581
50206-2,HCC1395,10233-101-1,Alpelisib,10.0,PI3Ka,PI3K/mTOR,0.6375,0.02154
50206-2,HCC1395,10445-101-1,Taselisib,0.001,"PI3Ka, g, d",PI3K/mTOR,1.0152,0.01059
50206-2,HCC1395,10445-101-1,Taselisib,0.0031623,"PI3Ka, g, d",PI3K/mTOR,1.0252,0.01100
50206-2,HCC1395,10445-101-1,Taselisib,0.01,"PI3Ka, g, d",PI3K/mTOR,1.0176,0.01024
50206-2,HCC1395,10445-101-1,Taselisib,0.031623,"PI3Ka, g, d",PI3K/mTOR,1.0334,0.01094
50206-2,HCC1395,10445-101-1,Taselisib,0.1,"PI3Ka, g, d",PI3K/mTOR,0.8518,0.01631
50206-2,HCC1395,10445-101-1,Taselisib,0.31623,"PI3Ka, g, d",PI3K/mTOR,0.7840,0.02100
50206-2,HCC1395,10445-101-1,Taselisib,1.0,"PI3Ka, g, d",PI3K/mTOR,0.6778,0.02449
50206-2,HCC1395,10445-101-1,Taselisib,3.1623,"PI3Ka, g, d",PI3K/mTOR,0.4494,0.05686
50206-2,HCC1395,10445-101-1,Taselisib,10.0,"PI3Ka, g, d",PI3K/mTOR,-0.0177,0.12096
50206-2,HCC1395,10171-101-1,TGX221,0.001,PI3Kb,PI3K/mTOR,1.0820,0.00368
50206-2,HCC1395,10171-101-1,TGX221,0.0031623,PI3Kb,PI3K/mTOR,1.0815,0.00252
50206-2,HCC1395,10171-101-1,TGX221,0.01,PI3Kb,PI3K/mTOR,1.0819,0.00749
50206-2,HCC1395,10171-101-1,TGX221,0.031623,PI3Kb,PI3K/mTOR,1.0651,0.01041
50206-2,HCC1395,10171-101-1,TGX221,0.1,PI3Kb,PI3K/mTOR,0.9071,0.01543
50206-2,HCC1395,10171-101-1,TGX221,0.31623,PI3Kb,PI3K/mTOR,0.9123,0.00308
50206-2,HCC1395,10171-101-1,TGX221,1.0,PI3Kb,PI3K/mTOR,0.8038,0.01892
50206-2,HCC1395,10171-101-1,TGX221,3.1623,PI3Kb,PI3K/mTOR,0.7127,0.01547
50206-2,HCC1395,10171-101-1,TGX221,10.0,PI3Kb,PI3K/mTOR,0.4581,0.03586
50206-2,HCC1395,10080-101-1,Torin2,0.0001,mTOR/ATM/ATR,PI3K/mTOR,1.0778,0.00320
50206-2,HCC1395,10080-101-1,Torin2,0.00031623,mTOR/ATM/ATR,PI3K/mTOR,1.1042,-0.00162
50206-2,HCC1395,10080-101-1,Torin2,0.001,mTOR/ATM/ATR,PI3K/mTOR,1.0957,0.00758
50206-2,HCC1395,10080-101-1,Torin2,0.0031623,mTOR/ATM/ATR,PI3K/mTOR,0.9940,0.00544
50206-2,HCC1395,10080-101-1,Torin2,0.01,mTOR/ATM/ATR,PI3K/mTOR,0.6185,0.03196
50206-2,HCC1395,10080-101-1,Torin2,0.031623,mTOR/ATM/ATR,PI3K/mTOR,0.1924,0.05606
50206-2,HCC1395,10080-101-1,Torin2,0.1,mTOR/ATM/ATR,PI3K/mTOR,0.0412,0.10606
50206-2,HCC1395,10080-101-1,Torin2,0.31623,mTOR/ATM/ATR,PI3K/mTOR,-0.0377,0.14111
50206-2,HCC1395,10080-101-1,Torin2,1.0,mTOR/ATM/ATR,PI3K/mTOR,-0.1424,0.19424
50206-2,HCC1395,10235-101-1,Everolimus,0.001,mTOR1,PI3K/mTOR,0.5485,0.02754
50206-2,HCC1395,10235-101-1,Everolimus,0.0031623,mTOR1,PI3K/mTOR,0.4616,0.03511
50206-2,HCC1395,10235-101-1,Everolimus,0.01,mTOR1,PI3K/mTOR,0.4792,0.04752
50206-2,HCC1395,10235-101-1,Everolimus,0.031623,mTOR1,PI3K/mTOR,0.4609,0.02723
50206-2,HCC1395,10235-101-1,Everolimus,0.1,mTOR1,PI3K/mTOR,0.4030,0.04506
50206-2,HCC1395,10235-101-1,Everolimus,0.31623,mTOR1,PI3K/mTOR,0.4566,0.03336
50206-2,HCC1395,10235-101-1,Everolimus,1.0,mTOR1,PI3K/mTOR,0.3951,0.03781
50206-2,HCC1395,10235-101-1,Everolimus,3.1623,mTOR1,PI3K/mTOR,0.4264,0.03520
50206-2,HCC1395,10235-101-1,Everolimus,10.0,mTOR1,PI3K/mTOR,0.4042,0.04445
50206-2,HCC1395,10205-101-1,INK-128,0.00031623,mTORC1/2,PI3K/mTOR,1.0637,0.00157
50206-2,HCC1395,10205-101-1,INK-128,0.001,mTORC1/2,PI3K/mTOR,0.9800,0.00661
50206-2,HCC1395,10205-101-1,INK-128,0.0031623,mTORC1/2,PI3K/mTOR,0.8599,0.00553
50206-2,HCC1395,10205-101-1,INK-128,0.01,mTORC1/2,PI3K/mTOR,0.5206,0.02498
50206-2,HCC1395,10205-101-1,INK-128,0.031623,mTORC1/2,PI3K/mTOR,0.2175,0.02912
50206-2,HCC1395,10205-101-1,INK-128,0.1,mTORC1/2,PI3K/mTOR,0.1495,0.04844
50206-2,HCC1395,10205-101-1,INK-128,0.31623,mTORC1/2,PI3K/mTOR,0.1471,0.04216
50206-2,HCC1395,10205-101-1,INK-128,1.0,mTORC1/2,PI3K/mTOR,0.1480,0.04327
50206-2,HCC1395,10205-101-1,INK-128,3.1623,mTORC1/2,PI3K/mTOR,-0.0258,0.08057
50206-2,HCC1395,10404-101-1,PF-4708671,0.001,p70S6K,PI3K/mTOR,1.1050,0.00310
50206-2,HCC1395,10404-101-1,PF-4708671,0.0031623,p70S6K,PI3K/mTOR,1.0678,0.00340
50206-2,HCC1395,10404-101-1,PF-4708671,0.01,p70S6K,PI3K/mTOR,1.0763,0.00330
50206-2,HCC1395,10404-101-1,PF-4708671,0.031623,p70S6K,PI3K/mTOR,1.1023,0.00621
50206-2,HCC1395,10404-101-1,PF-4708671,0.1,p70S6K,PI3K/mTOR,1.0388,0.00074
50206-2,HCC1395,10404-101-1,PF-4708671,0.31623,p70S6K,PI3K/mTOR,0.9658,0.00072
50206-2,HCC1395,10404-101-1,PF-4708671,1.0,p70S6K,PI3K/mTOR,0.9762,-0.00638
50206-2,HCC1395,10404-101-1,PF-4708671,3.1623,p70S6K,PI3K/mTOR,0.8614,0.00527
50206-2,HCC1395,10404-101-1,PF-4708671,10.0,p70S6K,PI3K/mTOR,0.6588,-0.00024
50206-2,HCC1395,10147-101-1,Buparlisib,0.001,pan PI3K,PI3K/mTOR,1.0628,0.00827
50206-2,HCC1395,10147-101-1,Buparlisib,0.0031623,pan PI3K,PI3K/mTOR,1.0449,-0.00383
50206-2,HCC1395,10147-101-1,Buparlisib,0.01,pan PI3K,PI3K/mTOR,1.0138,0.00914
50206-2,HCC1395,10147-101-1,Buparlisib,0.031623,pan PI3K,PI3K/mTOR,1.0240,0.00154
50206-2,HCC1395,10147-101-1,Buparlisib,0.1,pan PI3K,PI3K/mTOR,0.9846,0.00506
50206-2,HCC1395,10147-101-1,Buparlisib,0.31623,pan PI3K,PI3K/mTOR,0.9074,0.00549
50206-2,HCC1395,10147-101-1,Buparlisib,1.0,pan PI3K,PI3K/mTOR,0.4263,0.08433
50206-2,HCC1395,10147-101-1,Buparlisib,3.1623,pan PI3K,PI3K/mTOR,-0.1463,0.26389
50206-2,HCC1395,10147-101-1,Buparlisib,10.0,pan PI3K,PI3K/mTOR,-0.5056,0.39115
50206-2,HCC1395,10047-101-1,Pictilisib,0.001,pan PI3K,PI3K/mTOR,1.0802,0.00785
50206-2,HCC1395,10047-101-1,Pictilisib,0.0031623,pan PI3K,PI3K/mTOR,1.0395,0.00148
50206-2,HCC1395,10047-101-1,Pictilisib,0.01,pan PI3K,PI3K/mTOR,0.9321,0.01031
50206-2,HCC1395,10047-101-1,Pictilisib,0.031623,pan PI3K,PI3K/mTOR,1.0609,0.00913
50206-2,HCC1395,10047-101-1,Pictilisib,0.1,pan PI3K,PI3K/mTOR,0.9469,0.01457
50206-2,HCC1395,10047-101-1,Pictilisib,0.31623,pan PI3K,PI3K/mTOR,0.8144,0.01682
50206-2,HCC1395,10047-101-1,Pictilisib,1.0,pan PI3K,PI3K/mTOR,0.5490,0.02835
50206-2,HCC1395,10047-101-1,Pictilisib,3.1623,pan PI3K,PI3K/mTOR,0.3202,0.03725
